243148 243148 243148
245755 245755 245755
235898 235898 235898
237521 237521 237521
234801 234801 234801
218625 218625 218625
216648 216648 216648
207926 207926 207926
207047 207047 207047
200460 200460 200460
193203 193203 193203
193405 193405 193405
186959 186959 186959
174818 174818 174818
182571 182571 182571
178340 178340 178340
182754 182754 182754
174851 174851 174851
176732 176732 176732
179434 179434 179434
174031 174031 174031
174265 174265 174265
172352 172352 172352
172117 172117 172117
153793 153793 153793
148041 148041 148041
148754 148754 148754
147747 147747 147747
138911 138911 138911
145426 145426 145426
149696 149696 149696
147234 147234 147234
144728 144728 144728
150363 150363 150363
150972 150972 150972
145906 145906 145906
152524 152524 152524
158444 158444 158444
150651 150651 150651
155319 155319 155319
152099 152099 152099
160600 160600 160600
163102 163102 163102
168400 168400 168400
167895 167895 167895
174311 174311 174311
162978 162978 162978
168125 168125 168125
170037 170037 170037
160839 160839 160839
167995 167995 167995
163324 163324 163324
160980 160980 160980
161686 161686 161686
154020 154020 154020
153520 153520 153520
154135 154135 154135
151568 151568 151568
146547 146547 146547
148009 148009 148009
152895 152895 152895
149568 149568 149568
149034 149034 149034
148078 148078 148078
149750 149750 149750
156528 156528 156528
156374 156374 156374
157168 157168 157168
160116 160116 160116
172260 172260 172260
167837 167837 167837
172558 172558 172558
173350 173350 173350
182656 182656 182656
196968 196968 196968
198529 198529 198529
206261 206261 206261
211271 211271 211271
209397 209397 209397
218919 218919 218919
218997 218997 218997
226187 226187 226187
226955 226955 226955
230601 230601 230601
225295 225295 225295
226811 226811 226811
234330 234330 234330
232742 232742 232742
231545 231545 231545
239387 239387 239387
231092 231092 231092
237345 237345 237345
245738 245738 245738
237697 237697 237697
226157 226157 226157
233652 233652 233652
227483 227483 227483
224704 224704 224704
223983 223983 223983
222918 222918 222918
220172 220172 220172
214501 214501 214501
205953 205953 205953
206626 206626 206626
200787 200787 200787
201877 201877 201877
192207 192207 192207
193277 193277 193277
191061 191061 191061
192183 192183 192183
185937 185937 185937
171282 171282 171282
172858 172858 172858
174295 174295 174295
174940 174940 174940
175166 175166 175166
171385 171385 171385
176070 176070 176070
169230 169230 169230
160107 160107 160107
161223 161223 161223
155869 155869 155869
154534 154534 154534
149215 149215 149215
152768 152768 152768
150583 150583 150583
145763 145763 145763
142176 142176 142176
137805 137805 137805
133990 133990 133990
124625 124625 124625
131050 131050 131050
121716 121716 121716
117392 117392 117392
113282 113282 113282
109805 109805 109805
109879 109879 109879
101913 101913 101913
101532 101532 101532
96765 96765 96765
99070 99070 99070
103354 103354 103354
100541 100541 100541
104234 104234 104234
21498 21498 21498
23555 23555 23555
23670 23670 23670
21704 21704 21704
24731 24731 24731
23655 23655 23655
22973 22973 22973
22446 22446 22446
22810 22810 22810
22870 22870 22870
24750 24750 24750
22081 22081 22081
